primary_material,recycled_percentage,dye_type,chemical_finish,manufacturing_country,shipping_distance_km,has_oeko_tex,is_fair_trade,is_b_corp,est_carbon_emission_kg,eco_score
Hemp,5,Azo-free,False,India,3400,False,False,False,3.62,72.67
Organic Cotton,15,Azo-free,True,UK,2577,True,True,False,4.86,79.63
Nylon,14,Natural,True,Vietnam,7265,False,True,False,18.2,20.19
Hemp,15,Natural,False,USA,1860,False,False,False,2.16,86.21
Cotton,4,Synthetic,False,UK,1208,False,False,False,8.98,44.21
Cotton,10,Synthetic,False,India,815,True,False,False,8.53,52.09
Hemp,15,Azo-free,False,USA,1370,False,False,False,2.35,78.35
Organic Cotton,14,Natural,False,India,2247,True,False,True,2.35,97.81
Organic Cotton,4,Azo-free,False,UK,3595,False,False,False,4.15,68.11
Recycled Polyester,64,Natural,False,USA,1446,False,False,True,2.36,86.47
Polyester,11,Synthetic,False,UK,1128,True,False,False,16.68,26.6
Organic Cotton,6,Unknown,False,Australia,8995,False,True,False,8.47,61.34
Nylon,11,Unknown,True,USA,340,False,False,False,14.79,17.24
Hemp,7,Synthetic,False,Australia,8732,True,False,False,8.28,68.57
Cotton,2,Natural,False,India,1391,True,True,False,7.43,70.02
Recycled Polyester,100,Azo-free,True,Australia,13757,False,True,False,10.68,55.61
Nylon,9,Natural,True,India,1734,False,False,False,16.31,29.37
Recycled Polyester,64,Natural,True,Vietnam,7583,False,False,False,8.2,65.84
Polyester,9,Unknown,False,Australia,9893,False,False,False,21.67,1.04
Hemp,0,Synthetic,True,India,1631,False,False,False,5.18,60.12
Nylon,13,Natural,True,Australia,12520,True,False,False,20.05,16.87
Hemp,14,Unknown,True,India,1048,True,False,False,4.23,72.63
Recycled Polyester,59,Unknown,False,India,3250,False,False,False,5.1,59.54
Recycled Polyester,77,Synthetic,False,USA,1883,False,True,False,4.2,68.43
Organic Cotton,1,Unknown,True,USA,1949,True,False,False,5.69,61.94
Polyester,1,Azo-free,True,Vietnam,9514,False,False,False,24.9,0.0
Hemp,9,Synthetic,False,Australia,11140,True,False,False,9.62,60.24
Nylon,12,Azo-free,False,Australia,12546,False,False,True,19.89,15.72
Hemp,14,Unknown,False,Australia,11917,False,False,False,10.33,50.73
Nylon,12,Unknown,False,Australia,10933,False,True,False,21.11,15.48
Nylon,1,Unknown,False,India,1578,False,False,False,15.92,17.65
Hemp,10,Synthetic,False,Vietnam,7049,True,True,False,6.8,78.53
Cotton,6,Unknown,False,Vietnam,11883,False,False,False,14.05,19.43
Polyester,10,Unknown,False,USA,1324,False,False,False,17.0,12.7
Hemp,0,Azo-free,False,UK,2063,True,True,False,2.1,98.66
Cotton,6,Azo-free,True,Australia,9437,False,True,True,14.05,45.27
Recycled Polyester,91,Unknown,False,India,2514,True,True,False,3.44,88.96
Recycled Polyester,57,Synthetic,True,UK,2655,False,True,False,6.92,64.13
Nylon,0,Azo-free,False,Australia,9533,True,True,False,20.21,32.53
Nylon,0,Natural,False,Vietnam,8510,False,False,False,17.3,21.15
Hemp,14,Unknown,False,India,1384,False,True,False,3.0,82.39
Recycled Polyester,93,Natural,False,Vietnam,11778,True,True,False,7.48,85.92
Cotton,7,Natural,False,USA,627,False,False,False,6.87,56.47
Nylon,7,Natural,False,Vietnam,9130,True,False,False,18.51,34.48
Recycled Polyester,56,Azo-free,False,Australia,9042,False,True,False,7.03,72.74
Organic Cotton,3,Unknown,True,India,1722,False,False,False,5.46,55.65
Cotton,14,Unknown,False,Australia,11716,False,False,False,16.05,24.89
Recycled Polyester,89,Synthetic,True,India,2571,False,False,False,6.22,58.67
Recycled Polyester,98,Unknown,False,India,1194,True,True,False,2.59,93.15
Organic Cotton,1,Azo-free,True,India,2021,False,False,False,4.79,60.84
Recycled Polyester,84,Natural,False,Australia,9285,True,True,False,5.98,81.56
Recycled Polyester,54,Natural,True,Vietnam,9714,True,False,True,8.96,67.88
Recycled Polyester,68,Synthetic,False,India,1425,False,False,False,4.6,63.48
Organic Cotton,8,Natural,False,India,900,True,True,False,5.8,88.2
Hemp,5,Natural,False,Vietnam,2500,True,True,True,6.4,91.5
Polyester,2,Synthetic,True,USA,1500,False,False,False,24.7,32.1
Recycled Polyester,72,Azo-free,False,UK,7000,True,False,True,12.5,74.3
Cotton,10,Synthetic,True,India,800,False,False,False,14.2,48.6
Nylon,4,Unknown,True,Australia,9000,False,False,False,27.9,28.4
Organic Cotton,12,Azo-free,False,India,1100,True,True,True,6.1,90.7
Hemp,6,Natural,False,UK,6500,True,False,True,7.3,86.9
Recycled Polyester,65,Azo-free,False,Vietnam,3000,True,True,False,11.2,76.5
Polyester,3,Synthetic,True,USA,1800,False,False,False,25.5,30.2
Cotton,7,Unknown,True,India,600,False,False,False,13.6,50.3
Organic Cotton,9,Natural,False,India,1000,True,True,True,5.9,92.1
Hemp,3,Azo-free,False,Australia,8500,True,True,False,7.9,85.3
Recycled Polyester,80,Natural,False,UK,7200,True,False,True,11.0,78.9
Nylon,6,Synthetic,True,Vietnam,2800,False,False,False,26.8,29.5
Cotton,11,Synthetic,True,India,700,False,False,False,14.8,47.2
Organic Cotton,13,Azo-free,False,India,950,True,True,True,6.2,91.3
Hemp,4,Natural,False,Vietnam,2600,True,True,True,6.7,92.4
Recycled Polyester,68,Azo-free,False,USA,2000,True,False,True,12.1,75.6
Polyester,5,Unknown,True,UK,6800,False,False,False,26.3,31.4
Cotton,6,Synthetic,True,India,750,False,False,False,13.9,49.1
Organic Cotton,10,Natural,False,India,1200,True,True,False,6.4,89.8
Hemp,7,Azo-free,False,UK,7000,True,True,True,7.1,90.2
Recycled Polyester,75,Natural,False,Vietnam,3200,True,True,False,10.8,77.8
Nylon,8,Synthetic,True,USA,1700,False,False,False,28.2,27.9
Cotton,12,Unknown,True,India,650,False,False,False,15.0,46.8
Organic Cotton,6,Azo-free,False,India,900,True,True,True,5.7,93.4
Hemp,5,Natural,False,Australia,8800,True,True,False,7.8,86.1
Recycled Polyester,70,Azo-free,False,UK,7100,True,False,True,11.6,74.9
Polyester,4,Synthetic,True,Vietnam,2700,False,False,False,25.9,30.8
Cotton,9,Synthetic,True,India,820,False,False,False,14.5,48.3
Organic Cotton,14,Natural,False,India,1000,True,True,True,6.0,92.7
Hemp,6,Azo-free,False,Vietnam,2400,True,True,True,6.5,91.8
Recycled Polyester,78,Natural,False,USA,1900,True,False,True,11.4,76.2
Nylon,5,Unknown,True,UK,6900,False,False,False,27.5,29.1
Cotton,8,Synthetic,True,India,780,False,False,False,14.1,48.9
Organic Cotton,7,Azo-free,False,India,1050,True,True,False,5.9,90.5
Hemp,4,Natural,False,UK,6700,True,True,True,7.0,91.1
Recycled Polyester,66,Azo-free,False,Vietnam,3100,True,True,False,11.3,76.8
Polyester,6,Synthetic,True,USA,1600,False,False,False,24.9,31.6
Cotton,10,Unknown,True,India,700,False,False,False,14.3,47.9
Organic Cotton,11,Natural,False,India,1150,True,True,True,6.3,91.9
Hemp,5,Azo-free,False,Australia,8600,True,True,False,7.6,85.8
Recycled Polyester,82,Natural,False,UK,7300,True,False,True,10.9,79.2
Nylon,7,Synthetic,True,Vietnam,2900,False,False,False,27.8,28.6
Cotton,13,Synthetic,True,India,820,False,False,False,15.2,46.4
Organic Cotton,9,Azo-free,False,India,980,True,True,True,5.8,92.3
Hemp,6,Natural,False,Vietnam,2500,True,True,True,6.6,92.0
Recycled Polyester,74,Azo-free,False,USA,1800,True,False,True,11.7,75.4
Polyester,3,Synthetic,True,UK,6900,False,False,False,26.1,30.5
Cotton,7,Unknown,True,India,750,False,False,False,13.7,49.6
Organic Cotton,12,Natural,False,India,1020,True,True,True,6.2,91.6
Hemp,5,Azo-free,False,UK,6600,True,True,True,7.2,90.9
Recycled Polyester,69,Natural,False,Vietnam,3000,True,True,False,11.5,77.1
Nylon,4,Synthetic,True,USA,1700,False,False,False,28.0,28.1
Cotton,11,Synthetic,True,India,690,False,False,False,14.9,47.5
Organic Cotton,10,Azo-free,False,India,1080,True,True,True,6.1,92.8
Hemp,7,Natural,False,Australia,8700,True,True,False,7.7,86.4
Recycled Polyester,77,Azo-free,False,UK,7200,True,False,True,11.1,78.3
Polyester,5,Synthetic,True,Vietnam,2800,False,False,False,25.7,30.1
Cotton,9,Unknown,True,India,800,False,False,False,14.4,48.2
Organic Cotton,8,Natural,False,India,950,True,True,True,5.6,93.0
Hemp,4,Azo-free,False,Vietnam,2600,True,True,True,6.8,91.7
Recycled Polyester,71,Natural,False,USA,1900,True,False,True,11.9,75.8
Nylon,6,Synthetic,True,UK,7000,False,False,False,27.6,28.9
Cotton,10,Synthetic,True,India,770,False,False,False,14.6,47.8
Organic Cotton,13,Azo-free,False,India,1000,True,True,True,6.0,92.5
Hemp,5,Natural,False,UK,6800,True,True,True,7.3,90.6
Recycled Polyester,83,Azo-free,False,Vietnam,3100,True,True,False,10.7,79.6
Polyester,4,Synthetic,True,USA,1600,False,False,False,25.2,31.2
Cotton,6,Unknown,True,India,720,False,False,False,13.8,49.0
Organic Cotton,9,Natural,False,India,1100,True,True,True,5.9,92.9
Hemp,6,Azo-free,False,Australia,8900,True,True,False,7.9,85.7
Recycled Polyester,76,Natural,False,UK,7400,True,False,True,11.2,78.7
Nylon,5,Synthetic,True,Vietnam,2700,False,False,False,27.9,28.3
Cotton,12,Synthetic,True,India,800,False,False,False,15.1,46.7
Organic Cotton,11,Azo-free,False,India,980,True,True,True,6.1,92.2
Hemp,4,Natural,False,Vietnam,2400,True,True,True,6.4,92.3
Recycled Polyester,72,Azo-free,False,USA,2000,True,False,True,11.8,76.0
Polyester,3,Synthetic,True,UK,7000,False,False,False,26.4,30.7
Cotton,8,Unknown,True,India,760,False,False,False,14.0,49.4
Organic Cotton,10,Natural,False,India,1050,True,True,True,6.0,93.1
Hemp,5,Azo-free,False,UK,6900,True,True,True,7.1,90.4
Recycled Polyester,79,Natural,False,Vietnam,3200,True,True,False,10.9,78.1
Nylon,7,Synthetic,True,USA,1800,False,False,False,28.3,27.7
Cotton,11,Synthetic,True,India,780,False,False,False,14.7,47.6
Organic Cotton,12,Azo-free,False,India,1020,True,True,True,6.2,92.6
Hemp,6,Natural,False,Australia,8800,True,True,False,7.6,86.0
Recycled Polyester,84,Azo-free,False,UK,7500,True,False,True,10.8,79.8
Polyester,5,Synthetic,True,Vietnam,2900,False,False,False,25.8,30.0
Cotton,9,Unknown,True,India,800,False,False,False,14.2,48.1
Organic Cotton,7,Natural,False,India,970,True,True,True,5.7,93.2
Hemp,4,Azo-free,False,Vietnam,2500,True,True,True,6.5,91.9
Recycled Polyester,73,Natural,False,USA,1900,True,False,True,11.6,75.9
Nylon,6,Synthetic,True,UK,7100,False,False,False,27.7,28.8
Cotton,10,Synthetic,True,India,750,False,False,False,14.5,47.7
Organic Cotton,13,Azo-free,False,India,1100,True,True,True,6.1,92.4
Hemp,5,Natural,False,UK,6700,True,True,True,7.2,90.8
Recycled Polyester,80,Azo-free,False,Vietnam,3000,True,True,False,10.9,78.5
Polyester,4,Synthetic,True,USA,1700,False,False,False,25.4,31.1
Cotton,6,Unknown,True,India,720,False,False,False,13.9,49.3
Organic Cotton,9,Natural,False,India,1000,True,True,True,5.8,93.3
Hemp,7,Azo-free,False,Australia,8600,True,True,False,7.8,85.9
Recycled Polyester,77,Natural,False,UK,7400,True,False,True,11.3,78.0
Nylon,5,Synthetic,True,Vietnam,2800,False,False,False,28.1,28.2
Cotton,12,Synthetic,True,India,800,False,False,False,15.0,46.9
Organic Cotton,11,Azo-free,False,India,1050,True,True,True,6.0,92.7
Hemp,4,Natural,False,Vietnam,2600,True,True,True,6.6,92.1
Recycled Polyester,75,Azo-free,False,USA,2000,True,False,True,11.7,76.4
Polyester,3,Synthetic,True,UK,7000,False,False,False,26.2,30.6
Cotton,8,Unknown,True,India,780,False,False,False,14.1,49.2
Organic Cotton,10,Natural,False,India,1020,True,True,True,5.9,93.0
Hemp,6,Azo-free,False,UK,6900,True,True,True,7.3,90.7
Recycled Polyester,82,Natural,False,Vietnam,3100,True,True,False,10.8,79.1
Nylon,7,Synthetic,True,USA,1800,False,False,False,28.4,27.6
Cotton,11,Synthetic,True,India,770,False,False,False,14.8,47.4
Organic Cotton,12,Azo-free,False,India,980,True,True,True,6.1,92.8
Hemp,5,Natural,False,Australia,8700,True,True,False,7.7,86.2
Recycled Polyester,85,Azo-free,False,UK,7600,True,False,True,10.7,80.0
Polyester,5,Synthetic,True,Vietnam,2900,False,False,False,25.9,30.3
Cotton,9,Unknown,True,India,800,False,False,False,14.3,48.0
Organic Cotton,8,Natural,False,India,950,True,True,True,5.7,93.5
Hemp,4,Azo-free,False,Vietnam,2500,True,True,True,6.5,92.2
Recycled Polyester,74,Natural,False,USA,1900,True,False,True,11.5,76.1
Nylon,6,Synthetic,True,UK,7100,False,False,False,27.8,28.7
Cotton,10,Synthetic,True,India,760,False,False,False,14.6,47.8
Organic Cotton,13,Azo-free,False,India,1100,True,True,True,6.2,92.6
Hemp,6,Natural,False,UK,6800,True,True,True,7.1,90.5
Recycled Polyester,78,Azo-free,False,Vietnam,3200,True,True,False,10.9,78.4
Polyester,4,Synthetic,True,USA,1700,False,False,False,25.3,31.0
Cotton,7,Unknown,True,India,720,False,False,False,13.9,49.1
Organic Cotton,9,Natural,False,India,1000,True,True,True,5.8,93.1
Hemp,5,Azo-free,False,Australia,8800,True,True,False,7.9,85.6
Recycled Polyester,76,Natural,False,UK,7400,True,False,True,11.2,78.8
Nylon,5,Synthetic,True,Vietnam,2800,False,False,False,28.0,28.4
Cotton,12,Synthetic,True,India,800,False,False,False,15.1,46.6
Organic Cotton,11,Azo-free,False,India,1050,True,True,True,6.0,92.9
Hemp,4,Natural,False,Vietnam,2600,True,True,True,6.4,92.5
Recycled Polyester,73,Azo-free,False,USA,2000,True,False,True,11.8,75.7
Polyester,3,Synthetic,True,UK,7000,False,False,False,26.3,30.4
Cotton,8,Unknown,True,India,780,False,False,False,14.2,49.0
Organic Cotton,10,Natural,False,India,1020,True,True,True,5.9,93.2
Hemp,6,Azo-free,False,UK,6900,True,True,True,7.2,90.6
Recycled Polyester,81,Natural,False,Vietnam,3100,True,True,False,10.8,79.3
Recycled Polyester,57,Synthetic,False,Australia,8457,True,True,True,12.9,89.03
Cotton,6,Natural,True,UK,7407,False,True,False,15.57,56.18
Cotton,5,Unknown,False,Vietnam,3318,True,False,True,6.8,68.99
Polyester,8,Synthetic,False,UK,7255,False,True,False,21.28,29.9
Polyester,6,Synthetic,True,Australia,9583,False,True,True,26.69,15.63
Nylon,11,Natural,False,Vietnam,3429,False,True,True,13.82,64.5
Nylon,12,Azo-free,True,Vietnam,4726,True,True,True,18.13,59.32
Cotton,6,Azo-free,True,USA,13810,False,True,False,20.95,50.93
Hemp,8,Unknown,False,Vietnam,3449,True,False,True,6.02,100.0
Organic Cotton,5,Unknown,True,USA,13781,False,False,True,23.01,48.47
Hemp,8,Azo-free,True,Vietnam,3890,True,False,True,7.84,100.0
Polyester,5,Synthetic,False,UK,8247,True,True,False,21.5,37.02
Hemp,0,Azo-free,False,India,214,False,False,True,0.5,100.0
Cotton,2,Unknown,True,UK,8568,True,True,False,19.71,37.2
Hemp,13,Natural,True,Vietnam,3817,False,False,False,6.17,79.12
Polyester,0,Natural,True,India,172,True,True,True,11.93,68.34
Cotton,7,Azo-free,False,Australia,9104,True,False,True,13.95,92.82
Organic Cotton,3,Synthetic,False,Vietnam,3867,False,False,True,9.14,86.64
Cotton,1,Unknown,False,India,354,True,True,False,3.66,69.5
Nylon,7,Synthetic,False,UK,7200,True,True,True,22.24,49.09
Organic Cotton,13,Unknown,False,Australia,9770,False,True,True,13.25,92.8
Polyester,14,Azo-free,False,UK,8355,False,True,True,16.19,74.95
Hemp,1,Azo-free,True,India,698,False,True,True,4.55,100.0
Organic Cotton,2,Synthetic,True,USA,13245,True,True,True,21.11,66.37
Hemp,10,Azo-free,True,Vietnam,3488,False,False,True,6.97,96.77
Polyester,2,Synthetic,False,UK,8153,True,True,True,19.85,44.5
Polyester,2,Natural,False,Vietnam,3323,False,False,True,13.0,62.96
Recycled Polyester,56,Natural,False,India,209,True,False,False,1.19,100.0
Organic Cotton,8,Unknown,False,India,194,False,False,True,0.91,96.02
Recycled Polyester,66,Natural,False,UK,8445,False,True,True,8.35,100.0
Organic Cotton,1,Azo-free,True,USA,13261,True,False,False,20.68,78.27
Cotton,11,Natural,True,India,462,False,True,True,7.58,81.27
Organic Cotton,13,Synthetic,True,Vietnam,4602,False,True,False,10.77,60.71
Nylon,1,Unknown,True,Australia,9672,False,False,False,28.86,0.0
Organic Cotton,0,Natural,False,Vietnam,3570,True,False,False,5.55,100.0
Hemp,10,Synthetic,True,Vietnam,3365,False,True,True,9.52,75.41
Polyester,13,Synthetic,False,UK,7389,False,True,False,17.98,33.77
Hemp,6,Azo-free,False,India,780,False,False,True,1.04,100.0
Polyester,13,Azo-free,False,Vietnam,4135,True,True,False,12.43,73.19
Recycled Polyester,61,Azo-free,False,UK,8707,True,False,False,9.16,100.0
Hemp,10,Unknown,False,USA,14383,True,False,True,18.7,85.26
Recycled Polyester,90,Azo-free,True,Australia,9377,False,True,True,11.54,94.4
Nylon,2,Unknown,False,UK,7398,False,False,False,20.79,20.86
Cotton,3,Unknown,True,Australia,9646,False,True,True,21.06,37.34
Organic Cotton,14,Azo-free,False,UK,8669,False,False,True,11.36,100.0
Polyester,7,Azo-free,False,Australia,8562,False,True,False,17.0,54.92
Hemp,2,Natural,True,Australia,8784,True,True,True,11.74,100.0
Nylon,13,Synthetic,True,USA,13797,True,False,False,30.39,0.0
Nylon,13,Natural,False,Australia,8558,False,False,True,19.84,53.45
Nylon,5,Unknown,True,UK,8093,True,False,True,22.5,20.15
Nylon,5,Synthetic,False,USA,13670,True,False,False,28.8,19.29
Polyester,13,Azo-free,True,USA,13039,True,False,True,25.96,47.85
Recycled Polyester,52,Synthetic,True,Australia,9718,True,True,True,15.71,72.52
Hemp,6,Unknown,False,Vietnam,3343,True,True,False,3.46,94.44
Polyester,12,Unknown,True,India,706,True,True,False,14.59,35.35
Cotton,1,Azo-free,False,Vietnam,3141,False,True,False,8.03,79.54
Polyester,14,Natural,False,Australia,9502,False,False,False,19.72,45.86
Polyester,10,Natural,True,Vietnam,4805,False,True,False,17.25,39.47
Polyester,0,Unknown,False,Australia,8998,True,False,False,20.36,35.31
Recycled Polyester,67,Synthetic,True,India,347,False,False,True,7.57,71.34
Nylon,14,Synthetic,True,Vietnam,3453,False,True,False,20.88,9.31
Hemp,11,Unknown,False,Vietnam,4439,False,False,False,6.5,76.75
Organic Cotton,10,Synthetic,True,Australia,8443,False,False,False,19.25,47.66
Polyester,7,Azo-free,True,Vietnam,3028,True,False,True,15.42,59.39
Recycled Polyester,58,Unknown,True,India,687,False,False,False,6.85,57.41
Cotton,8,Unknown,True,India,510,False,True,True,6.88,58.95
Polyester,2,Natural,True,UK,8565,False,True,False,21.52,29.98
Hemp,13,Azo-free,True,UK,8966,True,True,True,10.53,100.0
Organic Cotton,5,Synthetic,True,India,518,False,False,False,6.1,53.1
Polyester,14,Synthetic,True,Vietnam,4613,True,False,True,18.89,29.36
Polyester,4,Synthetic,True,Australia,9623,False,False,False,24.93,0.0
Recycled Polyester,75,Azo-free,False,USA,13164,True,False,False,15.66,95.51
Organic Cotton,0,Azo-free,True,Australia,8963,False,False,True,16.14,82.91
Nylon,2,Unknown,False,USA,13682,False,True,True,27.58,31.81
Polyester,12,Synthetic,False,India,422,False,False,True,13.43,42.81
Hemp,0,Unknown,False,India,292,False,False,False,3.89,81.6
Hemp,4,Azo-free,False,USA,13248,True,True,True,13.12,100.0
Nylon,2,Natural,True,USA,14939,True,True,False,32.3,23.91
Recycled Polyester,67,Unknown,False,USA,13499,False,True,False,17.45,72.15
Recycled Polyester,58,Synthetic,False,USA,13696,False,True,False,21.1,67.43
Hemp,15,Natural,False,UK,7991,False,False,False,9.46,94.23
Organic Cotton,7,Unknown,True,USA,13089,False,False,False,21.54,43.4
Recycled Polyester,59,Unknown,True,Australia,9028,False,True,False,14.96,60.36
Cotton,4,Unknown,True,India,580,False,False,False,10.18,38.45
Recycled Polyester,84,Unknown,False,USA,14786,True,True,True,18.85,98.83
Organic Cotton,2,Unknown,True,India,554,True,False,True,3.89,84.53
Polyester,11,Azo-free,False,Australia,8500,False,True,True,15.97,70.54
Nylon,7,Unknown,True,Australia,8944,False,False,False,27.19,1.97
Nylon,9,Natural,True,USA,14935,False,False,False,32.41,8.97
Polyester,6,Unknown,False,India,342,False,False,False,13.2,33.64
Recycled Polyester,75,Azo-free,True,UK,8771,True,False,False,14.08,84.14
Polyester,7,Natural,False,Australia,9286,True,True,False,19.79,55.8
Polyester,4,Synthetic,False,Vietnam,4530,False,True,True,14.74,44.4
Polyester,8,Natural,False,USA,14981,False,False,True,26.01,41.88
Organic Cotton,12,Azo-free,True,USA,13028,False,True,False,18.25,78.35
Polyester,12,Azo-free,True,Australia,8965,True,False,True,21.09,52.31
Nylon,9,Unknown,True,Australia,8092,True,False,False,23.1,7.01
Hemp,4,Unknown,False,Vietnam,4373,False,True,False,7.75,90.58
Hemp,13,Azo-free,True,Vietnam,3444,False,False,True,7.56,95.43
Recycled Polyester,73,Azo-free,True,USA,13565,True,True,False,16.65,84.37
Recycled Polyester,88,Synthetic,True,Vietnam,3498,True,True,True,9.98,87.9
Hemp,6,Natural,False,Australia,9615,True,False,True,12.41,100.0
Organic Cotton,3,Synthetic,True,India,466,True,False,True,5.27,72.42
Recycled Polyester,76,Synthetic,True,USA,13918,False,True,False,22.94,51.78
Cotton,9,Unknown,True,India,590,False,False,True,8.8,52.01
Cotton,2,Azo-free,True,India,229,False,False,False,8.69,60.36
Nylon,13,Synthetic,True,UK,8476,True,False,False,27.53,4.02
Nylon,12,Unknown,True,Vietnam,3874,False,False,False,22.1,8.46
Nylon,2,Synthetic,True,India,542,True,False,True,16.42,27.45
Hemp,10,Synthetic,False,Vietnam,4789,False,True,False,8.85,81.33
Hemp,6,Natural,False,Australia,9735,True,False,False,9.66,99.38
Organic Cotton,13,Synthetic,False,India,284,False,False,False,3.85,73.99
Organic Cotton,12,Synthetic,True,India,193,True,False,False,6.39,63.68
Polyester,10,Synthetic,True,Australia,8322,True,True,False,23.16,16.76
Hemp,14,Unknown,False,Australia,9546,True,False,False,11.18,85.26
Hemp,15,Azo-free,True,Australia,8809,True,True,True,10.43,100.0
Organic Cotton,8,Azo-free,False,India,107,False,False,True,0.5,100.0
Organic Cotton,11,Synthetic,False,India,546,True,False,True,4.87,99.14
Hemp,12,Unknown,False,India,514,True,False,True,2.56,100.0
Recycled Polyester,73,Synthetic,False,India,349,False,False,True,3.21,89.18
Polyester,7,Azo-free,True,India,622,True,True,False,10.14,63.05
Recycled Polyester,59,Natural,True,Australia,8524,True,True,True,13.6,100.0
Organic Cotton,15,Unknown,False,UK,8316,False,False,True,12.19,82.22
Recycled Polyester,69,Azo-free,True,Vietnam,4039,True,False,False,7.28,88.31
Polyester,2,Synthetic,False,USA,14188,True,False,True,26.85,30.87
Organic Cotton,1,Unknown,True,Vietnam,4462,True,True,True,8.92,82.88
Nylon,5,Azo-free,False,Vietnam,3793,False,False,True,15.46,63.78
Cotton,10,Synthetic,False,Vietnam,3516,True,False,True,9.85,65.14
Polyester,9,Unknown,True,UK,8451,True,False,False,23.65,12.41
Organic Cotton,2,Unknown,False,India,471,False,True,True,2.27,100.0
Organic Cotton,7,Natural,True,India,402,True,True,False,4.98,99.98
Hemp,12,Natural,True,Australia,9702,True,False,True,13.03,96.61
Organic Cotton,14,Azo-free,False,Australia,9093,True,False,False,12.31,100.0
Recycled Polyester,86,Unknown,False,Vietnam,4593,False,False,True,8.6,95.32
Organic Cotton,8,Synthetic,False,Vietnam,4135,True,True,False,6.26,85.0
Nylon,4,Unknown,True,Australia,9672,False,False,True,26.55,7.26
Polyester,7,Unknown,True,Vietnam,3459,True,False,True,17.9,34.71
Organic Cotton,4,Synthetic,False,USA,14425,True,False,False,21.35,68.22
Cotton,8,Natural,True,UK,8925,False,True,False,15.92,47.43
Organic Cotton,13,Unknown,True,India,956,False,True,True,7.03,79.08
Cotton,11,Natural,False,Australia,9360,True,False,True,15.32,85.6
Hemp,0,Unknown,False,India,750,False,False,False,4.39,82.45
Cotton,11,Natural,True,UK,8505,False,True,True,15.19,62.83
Recycled Polyester,61,Unknown,False,Australia,9661,True,True,False,11.61,82.72
Organic Cotton,1,Azo-free,False,UK,7815,False,False,True,10.76,100.0
Polyester,1,Azo-free,False,India,918,False,False,False,10.54,62.77
Nylon,10,Natural,False,USA,13752,False,True,False,25.02,40.4
Organic Cotton,9,Azo-free,True,India,435,False,False,False,4.66,85.41
Recycled Polyester,78,Azo-free,False,India,844,False,False,False,1.73,100.0
Cotton,2,Unknown,False,UK,8640,True,True,True,15.8,74.22
Nylon,1,Natural,True,Australia,9594,False,False,False,27.28,11.13
Organic Cotton,14,Azo-free,False,USA,14562,True,True,False,16.35,100.0
Organic Cotton,3,Synthetic,True,USA,14060,False,True,False,24.88,44.55
Organic Cotton,9,Unknown,True,India,238,True,False,True,6.71,82.89
Cotton,10,Azo-free,True,UK,8110,False,False,True,16.18,66.11
Recycled Polyester,61,Azo-free,True,India,305,True,True,False,0.84,100.0
Polyester,14,Natural,True,India,416,False,False,False,13.16,40.41
Cotton,4,Azo-free,True,USA,13954,False,True,True,23.1,56.16
Hemp,1,Synthetic,True,Vietnam,3337,True,False,True,8.46,81.6
Polyester,2,Azo-free,True,UK,7562,True,False,True,19.12,47.74
Hemp,4,Natural,False,UK,7084,True,True,True,8.77,100.0
Polyester,6,Unknown,True,USA,14820,False,False,False,30.58,0.0
Nylon,9,Unknown,True,India,261,False,False,False,15.9,9.81
Organic Cotton,10,Azo-free,False,USA,13267,False,True,False,15.09,91.32
Nylon,7,Natural,True,India,397,False,False,True,15.52,46.83
Polyester,10,Natural,True,USA,14054,False,False,False,28.55,11.82
Nylon,14,Natural,True,UK,7722,True,True,False,21.53,43.04
Recycled Polyester,93,Unknown,False,UK,7016,True,False,True,10.76,100.0
Nylon,11,Synthetic,False,India,683,True,False,False,11.98,36.22
Hemp,8,Synthetic,True,India,503,False,False,False,7.88,57.84
Hemp,12,Synthetic,True,India,240,False,False,False,5.02,65.97
Organic Cotton,10,Azo-free,True,USA,14262,False,False,False,21.65,63.6
Cotton,11,Azo-free,True,USA,14195,False,True,False,21.77,50.46
Hemp,7,Synthetic,False,Australia,9073,False,True,True,11.2,92.27
Cotton,6,Synthetic,False,Vietnam,3857,True,False,True,9.69,70.16
Nylon,1,Natural,True,UK,7665,False,False,False,24.99,18.3
Hemp,10,Azo-free,False,UK,7991,True,True,False,8.22,100.0
Polyester,9,Natural,False,Vietnam,3982,False,False,False,12.0,52.59
Nylon,12,Azo-free,True,Vietnam,3086,False,True,False,18.04,42.33
Recycled Polyester,80,Natural,True,UK,7555,False,True,True,12.03,95.54
Organic Cotton,1,Natural,True,India,202,False,False,False,3.11,82.6
Cotton,5,Unknown,False,USA,14332,True,False,False,21.39,40.09
Cotton,7,Synthetic,True,USA,14806,True,True,False,27.41,24.05
Recycled Polyester,68,Synthetic,True,Vietnam,4163,True,False,False,10.97,63.77
Hemp,15,Natural,False,Vietnam,3394,True,False,True,3.65,100.0
Recycled Polyester,61,Synthetic,False,Vietnam,4162,True,True,False,9.17,89.11
Cotton,12,Synthetic,True,Australia,8977,False,True,True,18.36,36.29
Polyester,10,Azo-free,True,Vietnam,4338,False,True,True,15.98,55.15
Organic Cotton,12,Azo-free,True,Vietnam,3752,True,True,True,6.16,100.0
Hemp,11,Unknown,False,UK,8642,True,True,True,10.74,100.0
Polyester,2,Synthetic,True,UK,8849,True,True,True,22.97,27.33
